drug_name	ind_name	ind_id	NCT	status	phase	DetailedStatus	DrugCUI	DrugString
Gentamicin	Infection due to Pseudomonas aeruginosa	C0276075		Approved			C3854019	Gentamicina
Gentamicin	Neonatal pneumonia	C0339968		Approved			C3854019	Gentamicina
Gentamicin	Arthropathy associated with infection	C0157749		Approved			C3854019	Gentamicina
Gentamicin	Intraabdominal Infections	C1112209		Approved			C3854019	Gentamicina
Gentamicin	Paronychia Inflammation	C0030578		Approved			C3854019	Gentamicina
Gentamicin	Sepsis of the newborn	C0456103		Approved			C3854019	Gentamicina
Gentamicin	Proteus septicemia	C0577690		Approved			C3854019	Gentamicina
Gentamicin	Infective blepharitis	C0729587		Approved			C3854019	Gentamicina
Gentamicin	Bacterial infection due to Klebsiella pneumoniae	C0343402		Approved			C3854019	Gentamicina
Gentamicin	Proteus pneumonia	C1260917		Approved			C3854019	Gentamicina
Gentamicin	Klebsiella sepsis	C0745528		Approved			C3854019	Gentamicina
Gentamicin	Furunculosis	C0016867		Approved			C3854019	Gentamicina
Tazarotene	Acne Vulgaris	C0001144		Approved			C0288792	Tazaroteno
Tazarotene	Psoriasis	C0033860		Approved			C0288792	Tazaroteno
Tazarotene	Facial hyperpigmentation	C2677857		Approved			C0288792	Tazaroteno
Fenoldopam	Hypertensive urgency	C0745138		Approved			C0060180	Fénoldopam
Fenoldopam	Malignant essential hypertension	C0024588		Approved			C0060180	Fénoldopam
Halazepam	Anxiety	C0003467		Approved			C0062092	Halazépam
Colistin	Pseudomonas aeruginosa infection	C0854135		Approved			C0009316	Colistinum
Colistin	Infection caused by Enterobacter	C0948205		Approved			C0009316	Colistinum
Colistin	Klebsiella Infections	C0022729		Approved			C0009316	Colistinum
Colistin	Otitis Externa	C0029878		Approved			C0009316	Colistinum
Dicyclomine	Irritable Bowel Syndrome	C0022104		Approved			C0012125	2-(diethylamino)ethyl 1-cyclohexylcyclohexanecarboxylate
Pentoxifylline	Peripheral Vascular Diseases	C0085096		Approved			C0030899	Pentoxifilina
Indapamide	Hypertensive disease	C0020538		Approved			C0021186	Indapamida
Indapamide	Edema	C0013604		Approved			C0021186	Indapamida
Tropicamide	Mydriasis	C0026961		Approved			C0041190	Tropicamida
Tropicamide	Cycloplegia	C0235238		Approved			C0041190	Tropicamida
Biperiden	Extrapyramidal Disorders	C0015371		Approved			C0005578	alpha-bicyclo[2.2.1]hept-5-en-2-yl-alpha-phenyl-1-piperidinepropanol
Biperiden	Parkinsonian Disorders	C0242422		Approved			C0005578	alpha-bicyclo[2.2.1]hept-5-en-2-yl-alpha-phenyl-1-piperidinepropanol
Biperiden	Parkinson Disease	C0030567		Approved			C0005578	alpha-bicyclo[2.2.1]hept-5-en-2-yl-alpha-phenyl-1-piperidinepropanol
Biperiden	Parkinson Disease, Postencephalitic	C0030568		Approved			C0005578	alpha-bicyclo[2.2.1]hept-5-en-2-yl-alpha-phenyl-1-piperidinepropanol
Ribavirin	Hepatitis C, Chronic	C0524910		Approved			C0035525	Ribavirinum
Ribavirin	Respiratory Syncytial Virus Infections	C0035235		Approved			C0035525	Ribavirinum
Fentanyl	Acute postoperative pain	C2215257		Approved			C0015846	N-(1-phenethylpiperidin-4-yl)-N-phenylpropionamide
Fentanyl	Pain	C0030193		Approved			C0015846	N-(1-phenethylpiperidin-4-yl)-N-phenylpropionamide
Meloxicam	Rheumatoid Arthritis	C0003873		Approved			C0083381	Méloxicam
Meloxicam	Degenerative polyarthritis	C0029408		Approved			C0083381	Méloxicam
Orciprenaline	Bronchitis	C0006277		Approved			C0029193	Orciprenalina
Orciprenaline	Pulmonary Emphysema	C0034067		Approved			C0029193	Orciprenalina
Orciprenaline	Asthma attack	C0347950		Approved			C0029193	Orciprenalina
Orciprenaline	Asthma	C0004096		Approved			C0029193	Orciprenalina
Acetazolamide	Malignant glaucoma	C0271152		Approved			C0000981	N-[5-(aminosulfonyl)-1,3,4-thiadiazol-2-yl]acetamide
Acetazolamide	Absence Epilepsy	C0014553		Approved			C0000981	N-[5-(aminosulfonyl)-1,3,4-thiadiazol-2-yl]acetamide
Acetazolamide	Glaucoma, Open-Angle	C0017612		Approved			C0000981	N-[5-(aminosulfonyl)-1,3,4-thiadiazol-2-yl]acetamide
Acetazolamide	Peripheral edema	C0085649		Approved			C0000981	N-[5-(aminosulfonyl)-1,3,4-thiadiazol-2-yl]acetamide
Acetazolamide	Secondary glaucoma	C0149893		Approved			C0000981	N-[5-(aminosulfonyl)-1,3,4-thiadiazol-2-yl]acetamide
Acetazolamide	Edema	C0013604		Approved			C0000981	N-[5-(aminosulfonyl)-1,3,4-thiadiazol-2-yl]acetamide
Acetazolamide	Angle Closure Glaucoma	C0017605		Approved			C0000981	N-[5-(aminosulfonyl)-1,3,4-thiadiazol-2-yl]acetamide
Acetazolamide	Altitude Sickness	C0002351		Approved			C0000981	N-[5-(aminosulfonyl)-1,3,4-thiadiazol-2-yl]acetamide
Tadalafil	Pulmonary Hypertension	C0020542		Approved			C1176316	(6R,12aR)-2,3,6,7,12,12a-Hexahydro-2-methyl-6-(3,4-(methylenedioxy)phenyl) pyrazino(1',2':1,6)pyrido(3,4-b)indole-1,4-dione
Tadalafil	Erectile dysfunction	C0242350		Approved			C1176316	(6R,12aR)-2,3,6,7,12,12a-Hexahydro-2-methyl-6-(3,4-(methylenedioxy)phenyl) pyrazino(1',2':1,6)pyrido(3,4-b)indole-1,4-dione
Tadalafil	Prostatic Hypertrophy	C1739363		Approved			C1176316	(6R,12aR)-2,3,6,7,12,12a-Hexahydro-2-methyl-6-(3,4-(methylenedioxy)phenyl) pyrazino(1',2':1,6)pyrido(3,4-b)indole-1,4-dione
Disulfiram	Alcoholic Intoxication, Chronic	C0001973		Approved			C0012772	Tetraethylthiuram disulphide
Menthol	Tinea Versicolor	C0040262		Approved			C0771655	(-)-(1R,3R,4S)-menthol
Menthol	Skin irritation	C0152030		Approved			C0771655	(-)-(1R,3R,4S)-menthol
Menthol	Pruritus	C0033774		Approved			C0771655	(-)-(1R,3R,4S)-menthol
Menthol	Scurfiness of scalp	C0423775		Approved			C0771655	(-)-(1R,3R,4S)-menthol
Menthol	Sprains and Strains	C0038048		Approved			C0771655	(-)-(1R,3R,4S)-menthol
Menthol	Arthritic pains	C0857177		Approved			C0771655	(-)-(1R,3R,4S)-menthol
Menthol	Mouth irritation	C0235339		Approved			C0771655	(-)-(1R,3R,4S)-menthol
Menthol	Diaper Rash	C0011974		Approved			C0771655	(-)-(1R,3R,4S)-menthol
Menthol	Back Pain	C0004604		Approved			C0771655	(-)-(1R,3R,4S)-menthol
Menthol	Seborrheic dermatitis	C0036508		Approved			C0771655	(-)-(1R,3R,4S)-menthol
Natamycin	Fungal conjunctivitis	C0339170		Approved			C0027444	Natamicina
Natamycin	Fungal keratitis	C1262117		Approved			C0027444	Natamicina
Cinoxacin	Urinary tract infection	C0042029		Approved			C0008806	1-ethyl-6,7-methylenedioxy-4(1H)-oxocinnoline-3-carboxylic acid
Fosfomycin	Escherichia coli urinary tract infection	C0577708		Approved			C0016610	L-cis-1,2-epoxypropylphosphonic acid
Fosfomycin	Urinary tract infection	C0042029		Approved			C0016610	L-cis-1,2-epoxypropylphosphonic acid
Fosfomycin	URINARY TRACT INFECTION ENTEROCOCCUS	C0749958		Approved			C0016610	L-cis-1,2-epoxypropylphosphonic acid
Diazepam	Alcohol Withdrawal Delirium	C0001957		Approved			C0012010	Methyl diazepinone
Diazepam	Status Epilepticus	C0038220		Approved			C0012010	Methyl diazepinone
Diazepam	Anxiety	C0003467		Approved			C0012010	Methyl diazepinone
Diazepam	Alcohol withdrawal syndrome	C0236663		Approved			C0012010	Methyl diazepinone
Diazepam	Muscle Spasticity	C0026838		Approved			C0012010	Methyl diazepinone
Diazepam	Tetanus	C0039614		Approved			C0012010	Methyl diazepinone
Phenmetrazine	Obesity	C0028754		Approved			C0031411	2-phenyl-3-methylmorpholine
Trifluoperazine	Schizophrenia	C0036341		Approved			C0040979	10-[3-(4-methyl-1-piperazinyl)propyl]-2-(trifluoromethyl)-10H-phenothiazine
Trifluoperazine	Anxiety	C0003467		Approved			C0040979	10-[3-(4-methyl-1-piperazinyl)propyl]-2-(trifluoromethyl)-10H-phenothiazine
Phensuximide	Epilepsy	C0014544		Approved			C0070592	Fensuximida
Phensuximide	Absence Epilepsy	C0014553		Approved			C0070592	Fensuximida
Cefaclor	Acute Moraxella catarrhalis bronchitis	C0339932		Approved			C0007537	Céfeaclor
Cefaclor	Tonsillitis	C0040425		Approved			C0007537	Céfeaclor
Cefaclor	Streptococcal tonsillitis	C0275804		Approved			C0007537	Céfeaclor
Cefaclor	Upper Respiratory Infections	C0041912		Approved			C0007537	Céfeaclor
Cefaclor	Haemophilus influenzae pneumonia	C0276026		Approved			C0007537	Céfeaclor
Cefaclor	Pneumonia	C0032285		Approved			C0007537	Céfeaclor
Cefaclor	Lower respiratory tract infection	C0149725		Approved			C0007537	Céfeaclor
Cefaclor	Urinary tract infection	C0042029		Approved			C0007537	Céfeaclor
Cefaclor	Pharyngitis	C0031350		Approved			C0007537	Céfeaclor
Cefaclor	Infection of skin AND/OR subcutaneous tissue	C0178299		Approved			C0007537	Céfeaclor
Cefaclor	Staphylococcus aureus infection	C1318973		Approved			C0007537	Céfeaclor
Cefaclor	Infective otitis media	C0729586		Approved			C0007537	Céfeaclor
Mifepristone	Unspecified Abortion	C0156543		Approved			C0026088	Mifepristonum
Brompheniramine	Allergic Conjunctivitis	C0009766		Approved			C0006246	1-(p-bromophenyl)-1-(2-pyridyl)-3-dimethylaminopropane
Brompheniramine	Influenza-like symptoms	C0392171		Approved			C0006246	1-(p-bromophenyl)-1-(2-pyridyl)-3-dimethylaminopropane
Brompheniramine	Allergic rhinitis (disorder)	C2607914		Approved			C0006246	1-(p-bromophenyl)-1-(2-pyridyl)-3-dimethylaminopropane
Brompheniramine	Hay fever	C0018621		Approved			C0006246	1-(p-bromophenyl)-1-(2-pyridyl)-3-dimethylaminopropane
Brompheniramine	Urticaria	C0042109		Approved			C0006246	1-(p-bromophenyl)-1-(2-pyridyl)-3-dimethylaminopropane
Brompheniramine	Pruritus	C0033774		Approved			C0006246	1-(p-bromophenyl)-1-(2-pyridyl)-3-dimethylaminopropane
Brompheniramine	Symptomatic dermographism	C0343065		Approved			C0006246	1-(p-bromophenyl)-1-(2-pyridyl)-3-dimethylaminopropane
Brompheniramine	Rhinorrhea	C1260880		Approved			C0006246	1-(p-bromophenyl)-1-(2-pyridyl)-3-dimethylaminopropane
Brompheniramine	Rhinitis, Vasomotor	C0035460		Approved			C0006246	1-(p-bromophenyl)-1-(2-pyridyl)-3-dimethylaminopropane
Loperamide	Traveler's diarrhea	C0277528		Approved			C0023992	Loperamidum
Loperamide	Diarrhea	C0011991		Approved			C0023992	Loperamidum
Clocortolone	Scalp psoriasis	C0406326		Approved			C0055899	Clocortolona
Clocortolone	Seborrheic dermatitis	C0036508		Approved			C0055899	Clocortolona
Clocortolone	Pruritus Ani	C0033775		Approved			C0055899	Clocortolona
Clocortolone	Lichen Simplex Chronicus	C0149922		Approved			C0055899	Clocortolona
Clocortolone	Contact Dermatitis	C0011616		Approved			C0055899	Clocortolona
Clocortolone	Chronic small plaque psoriasis	C0406317		Approved			C0055899	Clocortolona
Clocortolone	Lymphoma, T-Cell, Cutaneous	C0079773		Approved			C0055899	Clocortolona
Clocortolone	Pruritus of genital organs	C0033777		Approved			C0055899	Clocortolona
Clocortolone	Lupus Erythematosus, Discoid	C0024138		Approved			C0055899	Clocortolona
Clocortolone	Exanthema	C0015230		Approved			C0055899	Clocortolona
Clocortolone	Granuloma Annulare	C0085074		Approved			C0055899	Clocortolona
Tolazamide	Diabetes Mellitus, Non-Insulin-Dependent	C0011860		Approved			C0040372	N-(p-Toluenesulfonyl)-N'-hexamethyleniminourea
Dobutamine	Shock, Cardiogenic	C0036980		Approved			C0012963	rac-dobutamine
Dobutamine	Decompensated cardiac failure	C0581377		Approved			C0012963	rac-dobutamine
Dobutamine	Heart Decompensation	C1961112		Approved			C0012963	rac-dobutamine
Oxazepam	Anxiety	C0003467		Approved			C0029997	(RS)-Oxazepam
Oxazepam	Alcohol Withdrawal Delirium	C0001957		Approved			C0029997	(RS)-Oxazepam
Donepezil	Alzheimer's Disease	C0002395		Approved			C0527316	Donepezilo
Nalbuphine	Pain	C0030193		Approved			C0027348	N-cyclobutylmethyl-4,5α-epoxy-3,6α,14-morphinantriol
Nalbuphine	Labor Pain	C0474368		Approved			C0027348	N-cyclobutylmethyl-4,5α-epoxy-3,6α,14-morphinantriol
Clofazimine	Dapsone resistant mycobacterium leprae disease	C1563054		Approved			C0008996	Clofazimina
Clofazimine	Pyoderma Gangrenosum	C0085652		Approved			C0008996	Clofazimina
Clofazimine	Erythema nodosum leprosum	C0343467		Approved			C0008996	Clofazimina
Clofazimine	Leprosy	C0023343		Approved			C0008996	Clofazimina
Clofazimine	Leprosy, Multibacillary	C1562585		Approved			C0008996	Clofazimina
Flurandrenolide	Lupus Erythematosus, Discoid	C0024138		Approved			C0016374	Fludroxycortide
Flurandrenolide	Pruritus of genital organs	C0033777		Approved			C0016374	Fludroxycortide
Flurandrenolide	Chronic small plaque psoriasis	C0406317		Approved			C0016374	Fludroxycortide
Flurandrenolide	Scalp psoriasis	C0406326		Approved			C0016374	Fludroxycortide
Flurandrenolide	Exanthema	C0015230		Approved			C0016374	Fludroxycortide
Flurandrenolide	Contact Dermatitis	C0011616		Approved			C0016374	Fludroxycortide
Flurandrenolide	Granuloma Annulare	C0085074		Approved			C0016374	Fludroxycortide
Flurandrenolide	Lichen Simplex Chronicus	C0149922		Approved			C0016374	Fludroxycortide
Flurandrenolide	Seborrheic dermatitis	C0036508		Approved			C0016374	Fludroxycortide
Flurandrenolide	Pruritus Ani	C0033775		Approved			C0016374	Fludroxycortide
Flurandrenolide	Lymphoma, T-Cell, Cutaneous	C0079773		Approved			C0016374	Fludroxycortide
Flurandrenolide	Dermatitis, Atopic	C0011615		Approved			C0016374	Fludroxycortide
Cysteamine	Nephropathic cystinosis	C2931187		Approved			C0010648	Mercaptaminum
Methylphenobarbital	apprehension	C0233485		Approved			C0025382	5-ethyl-1-methyl-5-phenylbarbituric acid
Methylphenobarbital	Tonic-Clonic Epilepsy	C0014549		Approved			C0025382	5-ethyl-1-methyl-5-phenylbarbituric acid
Methylphenobarbital	Tension	C0233494		Approved			C0025382	5-ethyl-1-methyl-5-phenylbarbituric acid
Methylphenobarbital	Epilepsy	C0014544		Approved			C0025382	5-ethyl-1-methyl-5-phenylbarbituric acid
Methylphenobarbital	Anxiety	C0003467		Approved			C0025382	5-ethyl-1-methyl-5-phenylbarbituric acid
Perphenazine	Nausea and vomiting	C0027498		Approved			C0031184	Perphenazinum
Perphenazine	Schizophrenia	C0036341		Approved			C0031184	Perphenazinum
Perphenazine	Mixed anxiety and depressive disorder	C0338908		Approved			C0031184	Perphenazinum
Dacarbazine	Hodgkin Disease	C0019829		Approved			C0010927	DTIC
Dacarbazine	Malignant melanoma, metastatic	C0860594		Approved			C0010927	DTIC
Pseudoephedrine	Headache Disorders	C0393735		Approved			C0033798	Pseudoephedrine D-form
Pseudoephedrine	Nasal congestion (finding)	C0027424		Approved			C0033798	Pseudoephedrine D-form
Pseudoephedrine	Rhinorrhea	C1260880		Approved			C0033798	Pseudoephedrine D-form
Pseudoephedrine	Allergic Conjunctivitis	C0009766		Approved			C0033798	Pseudoephedrine D-form
Pseudoephedrine	Hay fever	C0018621		Approved			C0033798	Pseudoephedrine D-form
Pseudoephedrine	Rhinitis, Vasomotor	C0035460		Approved			C0033798	Pseudoephedrine D-form
Pseudoephedrine	Allergic rhinitis (disorder)	C2607914		Approved			C0033798	Pseudoephedrine D-form
Pseudoephedrine	Influenza-like symptoms	C0392171		Approved			C0033798	Pseudoephedrine D-form
Pseudoephedrine	Sinus headache	C0037195		Approved			C0033798	Pseudoephedrine D-form
Pseudoephedrine	Rhinitis	C0035455		Approved			C0033798	Pseudoephedrine D-form
Pseudoephedrine	Common Cold	C0009443		Approved			C0033798	Pseudoephedrine D-form
Temozolomide	Anaplastic astrocytoma	C0334579		Approved			C0076080	8-carbamoyl-3-methylimidazo(5,1-d)-1,2,3,5-tetrazin-4(3H)-one
Temozolomide	Glioblastoma multiforme of brain	C0349543		Approved			C0076080	8-carbamoyl-3-methylimidazo(5,1-d)-1,2,3,5-tetrazin-4(3H)-one
Levorphanol	Pain	C0030193		Approved			C0023586	Levorphanolum
Aminolevulinic acid	Actinic keratosis	C0022602		Approved			C0002563	ácido 5-aminolevulínico
Chlorphenesin	Muscle Spasticity	C0026838		Approved			C0008280	glycerol α-p-chlorophenyl ether
Terbinafine	Onychomycosis	C0040261		Approved			C0076110	(E)-N-(6,6-Dimethyl-2-hepten-4-ynyl)-N-methyl-1-naphthalenemethylamine
Terbinafine	Tinea Pedis	C0040259		Approved			C0076110	(E)-N-(6,6-Dimethyl-2-hepten-4-ynyl)-N-methyl-1-naphthalenemethylamine
Terbinafine	Tinea Versicolor	C0040262		Approved			C0076110	(E)-N-(6,6-Dimethyl-2-hepten-4-ynyl)-N-methyl-1-naphthalenemethylamine
Terbinafine	Onychomycosis of toenails	C1274470		Approved			C0076110	(E)-N-(6,6-Dimethyl-2-hepten-4-ynyl)-N-methyl-1-naphthalenemethylamine
Terbinafine	Tinea Capitis	C0040250		Approved			C0076110	(E)-N-(6,6-Dimethyl-2-hepten-4-ynyl)-N-methyl-1-naphthalenemethylamine
Terbinafine	Tinea cruris	C1384589		Approved			C0076110	(E)-N-(6,6-Dimethyl-2-hepten-4-ynyl)-N-methyl-1-naphthalenemethylamine
Terbinafine	Onychomycosis of fingernails	C1274469		Approved			C0076110	(E)-N-(6,6-Dimethyl-2-hepten-4-ynyl)-N-methyl-1-naphthalenemethylamine
Terbinafine	Tinea corporis (disorder)	C0040252		Approved			C0076110	(E)-N-(6,6-Dimethyl-2-hepten-4-ynyl)-N-methyl-1-naphthalenemethylamine
Drostanolone	Corneal Ulcer	C0010043		Approved			C0058753	Drostanolonum
Drostanolone	Iritis	C0022081		Approved			C0058753	Drostanolonum
Drostanolone	Rosacea	C0035854		Approved			C0058753	Drostanolonum
Drostanolone	Anemia, Diamond-Blackfan	C1260899		Approved			C0058753	Drostanolonum
Drostanolone	Uveitis	C0042164		Approved			C0058753	Drostanolonum
Drostanolone	Aplastic Anemia	C0002874		Approved			C0058753	Drostanolonum
Drostanolone	Punctate keratopathy	C0423234		Approved			C0058753	Drostanolonum
Drostanolone	Iridocyclitis	C0022073		Approved			C0058753	Drostanolonum
Drostanolone	Allergic Conjunctivitis	C0009766		Approved			C0058753	Drostanolonum
Drostanolone	Herpes zoster keratitis	C1275687		Approved			C0058753	Drostanolonum
Drostanolone	Corneal abrasion	C0010032		Approved			C0058753	Drostanolonum
Drostanolone	Cyclitis	C0010543		Approved			C0058753	Drostanolonum
Drostanolone	Hypoplastic anemia	C0178416		Approved			C0058753	Drostanolonum
Penicillamine	Rheumatoid Arthritis	C0003873		Approved			C0030817	penicilamina
Penicillamine	Hepatolenticular Degeneration	C0019202		Approved			C0030817	penicilamina
Penicillamine	Cystinuria	C0010691		Approved			C0030817	penicilamina
Prednisolone	Bacterial conjunctivitis	C0009768		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Blepharoconjunctivitis	C0005743		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Iridocyclitis	C0022073		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Infective blepharitis	C0729587		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Dermatitis, Atopic	C0011615		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Pruritus of genital organs	C0033777		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Pruritus Ani	C0033775		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Lupus Erythematosus, Discoid	C0024138		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Lichen Simplex Chronicus	C0149922		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Lymphoma, T-Cell, Cutaneous	C0079773		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Contact Dermatitis	C0011616		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Granuloma Annulare	C0085074		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Exanthema	C0015230		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Scalp psoriasis	C0406326		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Seborrheic dermatitis	C0036508		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Chronic small plaque psoriasis	C0406317		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Ophthalmia, Sympathetic	C0029077		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Mycosis Fungoides	C0026948		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Ulcerative Colitis	C0009324		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Eosinophilic Pneumonia	C1527407		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Addison Disease	C0001403		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Musculoskeletal Diseases	C0026857		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Arthritis, Gouty	C0003868		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Addisonian crisis	C0151467		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Disorder of eye	C0015397		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Synovitis	C0039103		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Bacterial keratitis	C0854211		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Serum Sickness	C0036830		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Multiple Sclerosis	C0026769		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Prednisolone	Sjogren's Syndrome	C1527336		Approved			C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
